checkin_acc,duration,credit_history,amount,savings_acc,present_emp_since,inst_rate,personal_status,residing_since,age,inst_plans,num_credits,job,status
A14,18,A34,1864,A62,A73,4,A92,2,30,A143,2,A173,1
A12,60,A32,7408,A62,A72,4,A92,2,24,A143,1,A174,1
A14,48,A34,11590,A62,A73,2,A92,4,24,A141,2,A172,1
A11,24,A30,4110,A61,A75,3,A93,4,23,A141,2,A173,1
A11,6,A34,3384,A61,A73,1,A91,4,44,A143,1,A174,1
A12,13,A32,2101,A61,A72,2,A92,4,23,A143,1,A172,0
A11,15,A32,1275,A65,A73,4,A92,2,24,A143,1,A173,1
A11,24,A32,4169,A61,A73,4,A93,4,28,A143,1,A173,0
A12,10,A32,1521,A61,A73,4,A91,2,31,A143,1,A172,0
A12,24,A34,5743,A61,A72,2,A92,4,24,A143,2,A173,0
A11,21,A32,3599,A61,A74,1,A92,4,26,A143,1,A172,0
A12,18,A32,3213,A63,A72,1,A94,3,25,A143,1,A173,0
A12,18,A32,4439,A61,A75,1,A93,1,33,A141,1,A174,0
A13,10,A32,3949,A61,A72,1,A93,1,37,A143,1,A172,0
A14,15,A34,1459,A61,A73,4,A92,2,43,A143,1,A172,0
A12,13,A34,882,A61,A72,4,A93,4,23,A143,2,A173,0
A12,24,A32,3758,A63,A71,1,A92,4,23,A143,1,A171,0
A14,6,A33,1743,A62,A73,1,A93,2,34,A143,2,A172,0
A12,9,A34,1136,A64,A75,4,A93,3,32,A143,2,A173,1
A14,9,A32,1236,A61,A72,1,A92,4,23,A143,1,A173,0
A12,9,A32,959,A61,A73,1,A92,2,29,A143,1,A173,1
A14,18,A34,3229,A65,A71,2,A93,4,38,A143,1,A174,0
A11,12,A30,6199,A61,A73,4,A93,2,28,A143,2,A173,1
A14,10,A32,727,A63,A75,4,A93,4,46,A143,1,A173,0
A12,24,A32,1246,A61,A72,4,A93,2,23,A142,1,A172,1
A14,12,A34,2331,A65,A75,1,A93,4,49,A143,1,A173,0
A14,36,A33,4463,A61,A73,4,A93,2,26,A143,2,A174,1
A14,12,A32,776,A61,A73,4,A94,2,28,A143,1,A173,0
A11,30,A32,2406,A61,A74,4,A92,4,23,A143,1,A173,1
A12,18,A32,1239,A65,A73,4,A93,4,61,A143,1,A173,0
A13,12,A32,3399,A65,A75,2,A93,3,37,A143,1,A174,0
A13,12,A33,2247,A61,A73,2,A92,2,36,A142,2,A173,0
A14,6,A32,1766,A61,A73,1,A94,2,21,A143,1,A173,0
A11,18,A32,2473,A61,A71,4,A93,1,25,A143,1,A171,1
A14,12,A32,1542,A61,A74,2,A93,4,36,A143,1,A173,0
A14,18,A34,3850,A61,A74,3,A93,1,27,A143,2,A173,0
A11,18,A32,3650,A61,A72,1,A92,4,22,A143,1,A173,0
A11,36,A32,3446,A61,A75,4,A93,2,42,A143,1,A173,1
A12,18,A32,3001,A61,A74,2,A92,4,40,A143,1,A173,0
A14,36,A32,3079,A65,A73,4,A93,4,36,A143,1,A173,0
A14,18,A34,6070,A61,A75,3,A93,4,33,A143,2,A173,0
A14,10,A34,2146,A61,A72,1,A92,3,23,A143,2,A173,0
A14,60,A34,13756,A65,A75,2,A93,4,63,A141,1,A174,0
A12,60,A31,14782,A62,A75,3,A92,4,60,A141,2,A174,1
A11,48,A31,7685,A61,A74,2,A92,4,37,A143,1,A173,1
A14,18,A33,2320,A61,A71,2,A94,3,34,A143,2,A173,0
A14,7,A33,846,A65,A75,3,A93,4,36,A143,1,A173,0
A12,36,A32,14318,A61,A75,4,A93,2,57,A143,1,A174,1
A14,6,A34,362,A62,A73,4,A92,4,52,A143,2,A172,0
A11,20,A32,2212,A65,A74,4,A93,4,39,A143,1,A173,0
A12,18,A32,12976,A61,A71,3,A92,4,38,A143,1,A174,1
A14,22,A32,1283,A65,A74,4,A92,4,25,A143,1,A173,0
A13,12,A32,1330,A61,A72,4,A93,1,26,A143,1,A173,0
A14,30,A33,4272,A62,A73,2,A93,2,26,A143,2,A172,0
A14,18,A34,2238,A61,A73,2,A92,1,25,A143,2,A173,0
A14,18,A32,1126,A65,A72,4,A92,2,21,A143,1,A173,0
A12,18,A34,7374,A61,A71,4,A93,4,40,A142,2,A174,0
A12,15,A34,2326,A63,A73,2,A93,4,27,A141,1,A173,0
A14,9,A32,1449,A61,A74,3,A92,2,27,A143,2,A173,0
A14,18,A32,1820,A61,A73,2,A94,2,30,A143,1,A174,0
A12,12,A32,983,A64,A72,1,A92,4,19,A143,1,A172,0
A11,36,A32,3249,A61,A74,2,A93,4,39,A141,1,A174,0
A11,6,A34,1957,A61,A74,1,A92,4,31,A143,1,A173,0
A14,9,A34,2406,A61,A71,2,A93,3,31,A143,1,A174,0
A12,39,A33,11760,A62,A74,2,A93,3,32,A143,1,A173,0
A11,12,A32,2578,A61,A71,3,A92,4,55,A143,1,A174,0
A11,36,A34,2348,A61,A73,3,A94,2,46,A143,2,A173,0
A12,12,A32,1223,A61,A75,1,A91,1,46,A143,2,A173,1
A14,24,A34,1516,A64,A73,4,A92,1,43,A143,2,A172,0
A14,18,A32,1473,A61,A72,3,A94,4,39,A143,1,A173,0
A12,18,A34,1887,A65,A73,4,A94,4,28,A141,2,A173,0
A14,24,A33,8648,A61,A72,2,A93,2,27,A141,2,A173,1
A14,14,A33,802,A61,A73,4,A93,2,27,A143,2,A172,0
A12,18,A33,2899,A65,A75,4,A93,4,43,A143,1,A173,0
A12,24,A32,2039,A61,A72,1,A94,1,22,A143,1,A173,1
A14,24,A34,2197,A65,A74,4,A93,4,43,A143,2,A173,0
A11,15,A32,1053,A61,A72,4,A94,2,27,A143,1,A173,0
A14,24,A32,3235,A63,A75,3,A91,2,26,A143,1,A174,0
A13,12,A34,939,A63,A74,4,A94,2,28,A143,3,A173,1
A12,24,A32,1967,A61,A75,4,A92,4,20,A143,1,A173,0
A14,33,A34,7253,A61,A74,3,A93,2,35,A143,2,A174,0
A14,12,A34,2292,A61,A71,4,A93,2,42,A142,2,A174,1
A14,10,A32,1597,A63,A73,3,A93,2,40,A143,1,A172,0
A11,24,A32,1381,A65,A73,4,A92,2,35,A143,1,A173,1
A14,36,A34,5842,A61,A75,2,A93,2,35,A143,2,A173,0
A11,12,A32,2579,A61,A72,4,A93,1,33,A143,1,A172,1
A11,18,A33,8471,A65,A73,1,A92,2,23,A143,2,A173,0
A14,21,A32,2782,A63,A74,1,A92,2,31,A141,1,A174,0
A12,18,A32,1042,A65,A73,4,A92,2,33,A143,1,A173,1
A14,15,A32,3186,A64,A74,2,A92,3,20,A143,1,A173,0
A12,12,A32,2028,A65,A73,4,A93,2,30,A143,1,A173,0
A12,12,A34,958,A61,A74,2,A93,3,47,A143,2,A172,0
A14,21,A33,1591,A62,A74,4,A93,3,34,A143,2,A174,0
A12,12,A32,2762,A65,A75,1,A92,2,25,A141,1,A173,1
A12,18,A32,2779,A61,A73,1,A94,3,21,A143,1,A173,0
A14,28,A34,2743,A61,A75,4,A93,2,29,A143,2,A173,0
A14,18,A34,1149,A64,A73,4,A93,3,46,A143,2,A173,0
A14,9,A32,1313,A61,A75,1,A93,4,20,A143,1,A173,0
A11,18,A34,1190,A61,A71,2,A92,4,55,A143,3,A171,1
A14,5,A32,3448,A61,A74,1,A93,4,74,A143,1,A172,0
A12,24,A32,11328,A61,A73,2,A93,3,29,A141,2,A174,1
A11,6,A34,1872,A61,A71,4,A93,4,36,A143,3,A174,0
A14,24,A34,2058,A61,A73,4,A91,2,33,A143,2,A173,0
A11,9,A32,2136,A61,A73,3,A93,2,25,A143,1,A173,0
A12,12,A32,1484,A65,A73,2,A94,1,25,A143,1,A173,1
A14,6,A32,660,A63,A74,2,A94,4,23,A143,1,A172,0
A14,24,A34,1287,A64,A75,4,A92,4,37,A143,2,A173,0
A11,42,A34,3394,A61,A71,4,A93,4,65,A143,2,A171,0
A13,12,A31,609,A61,A72,4,A92,1,26,A143,1,A171,1
A14,12,A32,1884,A61,A75,4,A93,4,39,A143,1,A174,0
A11,12,A32,1620,A61,A73,2,A92,3,30,A143,1,A173,0
A12,20,A33,2629,A61,A73,2,A93,3,29,A141,2,A173,0
A14,12,A32,719,A61,A75,4,A93,4,41,A141,1,A172,1
A12,48,A34,5096,A61,A73,2,A92,3,30,A143,1,A174,1
A14,9,A34,1244,A65,A75,4,A92,4,41,A143,2,A172,0
A11,36,A32,1842,A61,A72,4,A92,4,34,A143,1,A173,1
A12,7,A32,2576,A61,A73,2,A93,2,35,A143,1,A173,0
A13,12,A32,1424,A65,A75,3,A92,4,55,A143,1,A174,0
A12,15,A33,1512,A64,A73,3,A94,3,61,A142,2,A173,1
A14,36,A34,11054,A65,A73,4,A93,2,30,A143,1,A174,0
A14,6,A32,518,A61,A73,3,A92,1,29,A143,1,A173,0
A14,12,A30,2759,A61,A75,2,A93,4,34,A143,2,A173,0
A14,24,A32,2670,A61,A75,4,A93,4,35,A143,1,A174,0
A11,24,A32,4817,A61,A74,2,A93,3,31,A143,1,A173,1
A14,24,A32,2679,A61,A72,4,A92,1,29,A143,1,A174,0
A11,11,A34,3905,A61,A73,2,A93,2,36,A143,2,A173,0
A11,12,A32,3386,A61,A75,3,A93,4,35,A143,1,A173,1
A11,6,A32,343,A61,A72,4,A92,1,27,A143,1,A173,0
A14,18,A32,4594,A61,A72,3,A93,2,32,A143,1,A173,0
A11,36,A32,3620,A61,A73,1,A93,2,37,A143,1,A173,0
A11,15,A32,1721,A61,A72,2,A93,3,36,A143,1,A173,0
A12,12,A32,3017,A61,A72,3,A92,1,34,A143,1,A174,0
A12,12,A32,754,A65,A75,4,A93,4,38,A143,2,A173,0
A14,18,A32,1950,A61,A74,4,A93,1,34,A142,2,A173,0
A11,24,A32,2924,A61,A73,3,A93,4,63,A141,1,A173,0
A11,24,A33,1659,A61,A72,4,A92,2,29,A143,1,A172,1
A14,48,A33,7238,A65,A75,3,A93,3,32,A141,2,A173,0
A14,33,A33,2764,A61,A73,2,A92,2,26,A143,2,A173,0
A14,24,A33,4679,A61,A74,3,A93,3,35,A143,2,A172,0
A12,24,A32,3092,A62,A72,3,A94,2,22,A143,1,A173,1
A11,6,A32,448,A61,A72,4,A92,4,23,A143,1,A173,1
A11,9,A32,654,A61,A73,4,A93,3,28,A143,1,A172,1
A14,6,A32,1238,A65,A71,4,A93,4,36,A143,1,A174,0
A12,18,A34,1245,A61,A73,4,A94,2,33,A143,1,A173,1
A11,18,A30,3114,A61,A72,1,A92,4,26,A143,1,A173,1
A14,39,A32,2569,A63,A73,4,A93,4,24,A143,1,A173,0
A13,24,A32,5152,A61,A74,4,A93,2,25,A141,1,A173,0
A12,12,A32,1037,A62,A74,3,A93,4,39,A143,1,A172,0
A11,15,A34,1478,A61,A75,4,A93,4,44,A143,2,A173,0
A12,12,A34,3573,A61,A73,1,A92,1,23,A143,1,A172,0
A12,24,A32,1201,A61,A72,4,A93,1,26,A143,1,A173,0
A11,30,A32,3622,A64,A75,4,A92,4,57,A143,2,A173,0
A14,15,A33,960,A64,A74,3,A92,2,30,A143,2,A173,0
A14,12,A34,1163,A63,A73,4,A93,4,44,A143,1,A173,0
A12,6,A33,1209,A61,A71,4,A93,4,47,A143,1,A174,1
A14,12,A32,3077,A61,A73,2,A93,4,52,A143,1,A173,0
A14,24,A32,3757,A61,A75,4,A92,4,62,A143,1,A173,0
A14,10,A32,1418,A62,A73,3,A93,2,35,A143,1,A172,0
A14,6,A32,3518,A61,A73,2,A93,3,26,A143,1,A173,0
A14,12,A34,1934,A61,A75,2,A93,2,26,A143,2,A173,0
A12,27,A30,8318,A61,A75,2,A92,4,42,A143,2,A174,1
A14,6,A34,1237,A62,A73,1,A92,1,27,A143,2,A173,0
A12,6,A32,368,A65,A75,4,A93,4,38,A143,1,A173,0
A11,12,A34,2122,A61,A73,3,A93,2,39,A143,2,A172,0
A11,24,A32,2996,A65,A73,2,A94,4,20,A143,1,A173,1
A12,36,A32,9034,A62,A72,4,A93,1,29,A143,1,A174,1
A14,24,A34,1585,A61,A74,4,A93,3,40,A143,2,A173,0
A12,18,A32,1301,A61,A75,4,A94,2,32,A143,1,A172,0
A13,6,A34,1323,A62,A75,2,A91,4,28,A143,2,A173,0
A11,24,A32,3123,A61,A72,4,A92,1,27,A143,1,A173,1
A11,36,A32,5493,A61,A75,2,A93,4,42,A143,1,A173,0
A13,9,A32,1126,A62,A75,2,A91,4,49,A143,1,A173,0
A12,24,A34,1216,A62,A72,4,A93,4,38,A141,2,A173,1
A11,24,A32,1207,A61,A72,4,A92,4,24,A143,1,A173,1
A14,10,A32,1309,A65,A73,4,A93,4,27,A143,1,A172,1
A13,15,A34,2360,A63,A73,2,A93,2,36,A143,1,A173,0
A12,15,A31,6850,A62,A71,1,A93,2,34,A143,1,A174,1
A14,24,A32,1413,A61,A73,4,A94,2,28,A143,1,A173,0
A14,39,A32,8588,A62,A75,4,A93,2,45,A143,1,A174,0
A11,12,A32,759,A61,A74,4,A93,2,26,A143,1,A173,1
A14,36,A32,4686,A61,A73,2,A93,2,32,A143,1,A174,0
A13,15,A32,2687,A61,A74,2,A93,4,26,A143,1,A173,0
A12,12,A33,585,A61,A73,4,A94,4,20,A143,2,A173,0
A14,24,A32,2255,A65,A72,4,A93,1,54,A143,1,A173,0
A11,6,A34,609,A61,A74,4,A92,3,37,A143,2,A173,0
A11,6,A34,1361,A61,A72,2,A93,4,40,A143,1,A172,0
A14,36,A34,7127,A61,A72,2,A92,4,23,A143,2,A173,1
A11,6,A32,1203,A62,A75,3,A93,2,43,A143,1,A173,0
A14,6,A34,700,A65,A75,4,A93,4,36,A143,2,A173,0
A14,24,A34,5507,A61,A75,3,A93,4,44,A143,2,A173,0
A11,18,A32,3190,A61,A73,2,A92,2,24,A143,1,A173,1
A11,48,A30,7119,A61,A73,3,A93,4,53,A143,2,A173,1
A14,24,A32,3488,A62,A74,3,A92,4,23,A143,1,A173,0
A12,18,A32,1113,A61,A73,4,A92,4,26,A143,1,A172,0
A12,26,A32,7966,A61,A72,2,A93,3,30,A143,2,A173,0
A14,15,A34,1532,A62,A73,4,A92,3,31,A143,1,A173,0
A14,4,A34,1503,A61,A74,2,A93,1,42,A143,2,A172,0
A11,36,A32,2302,A61,A73,4,A91,4,31,A143,1,A173,1
A11,6,A32,662,A61,A72,3,A93,4,41,A143,1,A172,0
A12,36,A32,2273,A61,A74,3,A93,1,32,A143,2,A173,0
A12,15,A32,2631,A62,A73,2,A92,4,28,A143,2,A173,1
A14,12,A33,1503,A61,A73,4,A94,4,41,A143,1,A173,0
A14,24,A32,1311,A62,A74,4,A94,3,26,A143,1,A173,0
A14,24,A32,3105,A65,A72,4,A93,2,25,A143,2,A173,0
A13,21,A34,2319,A61,A72,2,A91,1,33,A143,1,A173,1
A11,6,A32,1374,A65,A71,4,A92,3,75,A143,1,A174,0
A12,18,A34,3612,A61,A75,3,A92,4,37,A143,1,A173,0
A11,48,A32,7763,A61,A75,4,A93,4,42,A141,1,A174,1
A13,18,A32,3049,A61,A72,1,A92,1,45,A142,1,A172,0
A12,12,A32,1534,A61,A72,1,A94,1,23,A143,1,A173,1
A14,24,A33,2032,A61,A75,4,A93,4,60,A143,2,A173,0
A11,30,A32,6350,A65,A75,4,A93,4,31,A143,1,A173,1
A13,18,A32,2864,A61,A73,2,A93,1,34,A143,1,A172,1
A14,12,A34,1255,A61,A75,4,A93,4,61,A143,2,A172,0
A11,24,A33,1333,A61,A71,4,A93,2,43,A143,2,A173,1
A14,24,A34,2022,A61,A73,4,A92,4,37,A143,1,A173,0
A14,24,A32,1552,A61,A74,3,A93,1,32,A141,1,A173,0
A11,12,A31,626,A61,A73,4,A92,4,24,A141,1,A172,1
A14,48,A34,8858,A65,A74,2,A93,1,35,A143,2,A173,0
A14,12,A34,996,A65,A74,4,A92,4,23,A143,2,A173,0
A14,6,A31,1750,A63,A75,2,A93,4,45,A141,1,A172,0
A11,48,A32,6999,A61,A74,1,A94,1,34,A143,2,A173,1
A12,12,A34,1995,A62,A72,4,A93,1,27,A143,1,A173,0
A12,9,A32,1199,A61,A74,4,A92,4,67,A143,2,A174,0
A12,12,A32,1331,A61,A72,2,A93,1,22,A142,1,A173,1
A12,18,A30,2278,A62,A72,3,A92,3,28,A143,2,A173,1
A14,21,A30,5003,A65,A73,1,A92,4,29,A141,2,A173,1
A11,24,A31,3552,A61,A74,3,A93,4,27,A141,1,A173,1
A12,18,A34,1928,A61,A72,2,A93,2,31,A143,2,A172,1
A11,24,A32,2964,A65,A75,4,A93,4,49,A141,1,A173,0
A11,24,A31,1546,A61,A74,4,A93,4,24,A141,1,A172,1
A13,6,A33,683,A61,A72,2,A92,1,29,A141,1,A173,0
A12,36,A32,12389,A65,A73,1,A93,4,37,A143,1,A173,1
A12,24,A33,4712,A65,A73,4,A93,2,37,A141,2,A174,0
A12,24,A33,1553,A62,A74,3,A92,2,23,A143,2,A173,0
A11,12,A32,1372,A61,A74,2,A91,3,36,A143,1,A173,1
A14,24,A34,2578,A64,A75,2,A93,2,34,A143,1,A173,0
A12,48,A32,3979,A65,A74,4,A93,1,41,A143,2,A173,0
A11,48,A32,6758,A61,A73,3,A92,2,31,A143,1,A173,1
A11,24,A32,3234,A61,A72,4,A92,4,23,A143,1,A172,1
A14,30,A34,5954,A61,A74,3,A93,2,38,A143,1,A173,0
A14,24,A32,5433,A65,A71,2,A92,4,26,A143,1,A174,0
A11,15,A32,806,A61,A73,4,A92,4,22,A143,1,A172,0
A12,9,A32,1082,A61,A75,4,A93,4,27,A143,2,A172,0
A14,15,A34,2788,A61,A74,2,A92,3,24,A141,2,A173,0
A12,12,A32,2930,A61,A74,2,A92,1,27,A143,1,A173,0
A14,24,A34,1927,A65,A73,3,A92,2,33,A143,2,A173,0
A12,36,A34,2820,A61,A72,4,A91,4,27,A143,2,A173,1
A14,24,A32,937,A61,A72,4,A94,3,27,A143,2,A172,0
A12,18,A34,1056,A61,A75,3,A93,3,30,A141,2,A173,1
A12,12,A34,3124,A61,A72,1,A93,3,49,A141,2,A172,0
A14,9,A32,1388,A61,A73,4,A92,2,26,A143,1,A173,0
A12,36,A32,2384,A61,A72,4,A93,1,33,A143,1,A172,1
A14,12,A32,2133,A65,A75,4,A92,4,52,A143,1,A174,0
A11,18,A32,2039,A61,A73,1,A92,4,20,A141,1,A173,1
A11,9,A34,2799,A61,A73,2,A93,2,36,A143,2,A173,0
A11,12,A32,1289,A61,A73,4,A93,1,21,A143,1,A172,0
A11,18,A32,1217,A61,A73,4,A94,3,47,A143,1,A172,1
A11,12,A34,2246,A61,A75,3,A93,3,60,A143,2,A173,1
A11,12,A34,385,A61,A74,4,A92,3,58,A143,4,A172,0
A12,24,A33,1965,A65,A73,4,A92,4,42,A143,2,A173,0
A14,21,A32,1572,A64,A75,4,A92,4,36,A141,1,A172,0
A12,24,A32,2718,A61,A73,3,A92,4,20,A143,1,A172,1
A11,24,A31,1358,A65,A75,4,A93,3,40,A142,1,A174,1
A12,6,A31,931,A62,A72,1,A92,1,32,A142,1,A172,1
A11,24,A32,1442,A61,A74,4,A92,4,23,A143,2,A173,1
A12,24,A30,4241,A61,A73,1,A93,4,36,A143,3,A172,1
A14,18,A34,2775,A61,A74,2,A93,2,31,A141,2,A173,1
A14,24,A33,3863,A61,A73,1,A93,2,32,A143,1,A173,0
A12,7,A32,2329,A61,A72,1,A92,1,45,A143,1,A173,0
A12,9,A32,918,A61,A73,4,A92,1,30,A143,1,A173,1
A12,24,A31,1837,A61,A74,4,A92,4,34,A141,1,A172,1
A14,36,A32,3349,A61,A73,4,A92,2,28,A143,1,A174,1
A13,10,A32,1275,A61,A72,4,A92,2,23,A143,1,A173,0
A11,24,A31,2828,A63,A73,4,A93,4,22,A142,1,A173,0
A14,24,A34,4526,A61,A73,3,A93,2,74,A143,1,A174,0
A12,36,A32,2671,A62,A73,4,A92,4,50,A143,1,A173,1
A14,18,A32,2051,A61,A72,4,A93,1,33,A143,1,A173,0
A14,15,A32,1300,A65,A75,4,A93,4,45,A141,1,A173,0
A11,12,A32,741,A62,A71,4,A92,3,22,A143,1,A173,1
A13,10,A32,1240,A62,A75,1,A92,4,48,A143,1,A172,1
A11,21,A32,3357,A64,A72,4,A92,2,29,A141,1,A173,0
A11,24,A31,3632,A61,A73,1,A92,4,22,A141,1,A173,0
A14,18,A33,1808,A61,A74,4,A92,1,22,A143,1,A173,1
A12,48,A30,12204,A65,A73,2,A93,2,48,A141,1,A174,0
A12,60,A33,9157,A65,A73,2,A93,2,27,A143,1,A174,0
A11,6,A34,3676,A61,A73,1,A93,3,37,A143,3,A173,0
A12,30,A32,3441,A62,A73,2,A92,4,21,A143,1,A173,1
A14,12,A32,640,A61,A73,4,A91,2,49,A143,1,A172,0
A12,21,A34,3652,A61,A74,2,A93,3,27,A143,2,A173,0
A14,18,A34,1530,A61,A73,3,A93,2,32,A141,2,A173,1
A14,48,A32,3914,A65,A73,4,A91,2,38,A141,1,A173,1
A11,12,A32,1858,A61,A72,4,A92,1,22,A143,1,A173,0
A11,18,A32,2600,A61,A73,4,A93,4,65,A143,2,A173,1
A14,15,A32,1979,A65,A75,4,A93,2,35,A143,1,A173,0
A13,6,A32,2116,A61,A73,2,A93,2,41,A143,1,A173,0
A12,9,A31,1437,A62,A74,2,A93,3,29,A143,1,A173,1
A14,42,A34,4042,A63,A73,4,A93,4,36,A143,2,A173,0
A14,9,A32,3832,A65,A75,1,A93,4,64,A143,1,A172,0
A11,24,A32,3660,A61,A73,2,A92,4,28,A143,1,A173,0
A11,18,A31,1553,A61,A73,4,A93,3,44,A141,1,A173,1
A12,15,A32,1444,A65,A72,4,A93,1,23,A143,1,A173,0
A14,9,A32,1980,A61,A72,2,A92,2,19,A143,2,A173,1
A12,24,A32,1355,A61,A72,3,A92,4,25,A143,1,A172,1
A14,12,A32,1393,A61,A75,4,A93,4,47,A141,3,A173,0
A14,24,A32,1376,A63,A74,4,A92,1,28,A143,1,A173,0
A14,60,A33,15653,A61,A74,2,A93,4,21,A143,2,A173,0
A14,12,A32,1493,A61,A72,4,A92,3,34,A143,1,A173,0
A11,42,A33,4370,A61,A74,3,A93,2,26,A141,2,A173,1
A11,18,A32,750,A61,A71,4,A92,1,27,A143,1,A171,1
A12,15,A32,1308,A61,A75,4,A93,4,38,A143,2,A172,0
A14,15,A32,4623,A62,A73,3,A93,2,40,A143,1,A174,1
A14,24,A34,1851,A61,A74,4,A94,2,33,A143,2,A173,0
A11,18,A34,1880,A61,A74,4,A94,1,32,A143,2,A174,0
A14,36,A33,7980,A65,A72,4,A93,4,27,A143,2,A173,1
A11,30,A30,4583,A61,A73,2,A91,2,32,A143,2,A173,0
A14,12,A32,1386,A63,A73,2,A92,2,26,A143,1,A173,1
A13,24,A32,947,A61,A74,4,A93,3,38,A141,1,A173,1
A11,12,A32,684,A61,A73,4,A93,4,40,A143,1,A172,1
A11,48,A32,7476,A61,A74,4,A93,1,50,A143,1,A174,0
A12,12,A32,1922,A61,A73,4,A93,2,37,A143,1,A172,1
A11,24,A32,2303,A61,A75,4,A93,1,45,A143,1,A173,1
A12,36,A33,8086,A62,A75,2,A93,4,42,A143,4,A174,1
A14,24,A34,2346,A61,A74,4,A93,3,35,A143,2,A173,0
A11,14,A32,3973,A61,A71,1,A93,4,22,A143,1,A173,0
A12,12,A32,888,A61,A75,4,A93,4,41,A141,1,A172,1
A14,48,A32,10222,A65,A74,4,A93,3,37,A142,1,A173,0
A12,30,A30,4221,A61,A73,2,A92,1,28,A143,2,A173,0
A12,18,A34,6361,A61,A75,2,A93,1,41,A143,1,A173,0
A13,12,A32,1297,A61,A73,3,A94,4,23,A143,1,A173,0
A11,12,A32,900,A65,A73,4,A94,2,23,A143,1,A173,1
A14,21,A32,2241,A61,A75,4,A93,2,50,A143,2,A173,0
A12,6,A33,1050,A61,A71,4,A93,1,35,A142,2,A174,0
A13,6,A34,1047,A61,A73,2,A92,4,50,A143,1,A172,0
