,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
245,18,1,7,3,1,330,16,4,28,"275,312",98,0,2,0,0,0,0,84,182,25,8
246,30,25,7,2,1,157,27,6,29,"275,312",98,0,1,0,1,1,0,75,185,22,3
247,10,22,7,3,1,361,52,3,28,"275,312",98,0,1,1,1,0,4,80,172,27,8
248,11,26,7,4,1,289,36,13,33,"275,312",98,0,1,2,1,0,1,90,172,30,8
249,3,26,7,5,1,179,51,18,38,"275,312",98,0,1,0,1,0,0,89,170,31,8
250,11,19,7,2,1,289,36,13,33,"275,312",98,0,1,2,1,0,1,90,172,30,32
251,11,19,7,5,1,289,36,13,33,"275,312",98,0,1,2,1,0,1,90,172,30,8
252,20,0,7,5,1,260,50,11,36,"275,312",98,1,1,4,1,0,0,65,168,23,0
253,11,19,8,6,1,289,36,13,33,"265,615",94,0,1,2,1,0,1,90,172,30,8
254,30,19,8,6,1,157,27,6,29,"265,615",94,0,1,0,1,1,0,75,185,22,3
255,11,23,8,2,1,289,36,13,33,"265,615",94,0,1,2,1,0,1,90,172,30,1
256,9,18,8,3,1,228,14,16,58,"265,615",94,0,1,2,0,0,1,65,172,22,8
257,26,13,8,5,1,300,26,13,43,"265,615",94,0,1,2,1,1,1,77,175,25,1
258,26,14,8,5,1,300,26,13,43,"265,615",94,0,1,2,1,1,1,77,175,25,2
259,20,28,8,6,1,260,50,11,36,"265,615",94,0,1,4,1,0,0,65,168,23,4
260,11,23,8,3,1,289,36,13,33,"265,615",94,0,1,2,1,0,1,90,172,30,4
261,33,23,8,4,1,248,25,14,47,"265,615",94,0,1,2,0,0,1,86,165,32,1
262,21,11,8,5,1,268,11,8,33,"265,615",94,0,2,0,0,0,0,79,178,25,8
263,22,23,8,5,1,179,26,9,30,"265,615",94,0,3,0,0,0,0,56,171,19,1
264,36,13,8,5,1,118,13,18,50,"265,615",94,0,1,1,1,0,0,98,178,31,3
265,33,25,8,2,1,248,25,14,47,"265,615",94,0,1,2,0,0,1,86,165,32,2
266,1,23,8,3,1,235,11,14,37,"265,615",94,0,3,1,0,0,1,88,172,29,1
267,36,23,8,5,1,118,13,18,50,"265,615",94,0,1,1,1,0,0,98,178,31,1
268,1,19,8,5,1,235,11,14,37,"265,615",94,0,3,1,0,0,1,88,172,29,8
269,10,8,8,3,1,361,52,3,28,"265,615",94,0,1,1,1,0,4,80,172,27,8
270,27,6,8,4,1,184,42,7,27,"265,615",94,0,1,0,0,0,0,58,167,21,8
271,3,11,9,2,1,179,51,18,38,"294,217",81,0,1,0,1,0,0,89,170,31,8
272,3,23,9,6,1,179,51,18,38,"294,217",81,0,1,0,1,0,0,89,170,31,3
273,11,19,9,4,1,289,36,13,33,"294,217",81,0,1,2,1,0,1,90,172,30,24
274,5,0,9,5,1,235,20,13,43,"294,217",81,1,1,1,1,0,0,106,167,38,0
275,24,9,9,2,1,246,25,16,41,"294,217",81,0,1,0,1,0,0,67,170,23,16
276,15,28,9,3,1,291,31,12,40,"294,217",81,0,1,1,1,0,1,73,171,25,3
277,8,0,9,3,1,231,35,14,39,"294,217",81,1,1,2,1,0,2,100,170,35,0
278,19,0,9,3,1,291,50,12,32,"294,217",81,1,1,0,1,0,0,65,169,23,0
279,3,13,9,4,1,179,51,18,38,"294,217",81,0,1,0,1,0,0,89,170,31,8
280,24,9,9,4,1,246,25,16,41,"294,217",81,0,1,0,1,0,0,67,170,23,32
281,3,23,9,5,1,179,51,18,38,"294,217",81,0,1,0,1,0,0,89,170,31,1
282,15,28,9,6,1,291,31,12,40,"294,217",81,0,1,1,1,0,1,73,171,25,4
283,20,28,9,6,1,260,50,11,36,"294,217",81,0,1,4,1,0,0,65,168,23,4
284,5,26,9,4,4,235,20,13,43,"294,217",81,0,1,1,1,0,0,106,167,38,8
285,36,28,9,5,4,118,13,18,50,"294,217",81,0,1,1,1,0,0,98,178,31,1
286,5,0,9,5,4,235,20,13,43,"294,217",81,1,1,1,1,0,0,106,167,38,0
287,15,28,9,6,4,291,31,12,40,"294,217",81,0,1,1,1,0,1,73,171,25,3
288,15,7,9,2,4,291,31,12,40,"294,217",81,0,1,1,1,0,1,73,171,25,40
289,3,13,9,2,4,179,51,18,38,"294,217",81,0,1,0,1,0,0,89,170,31,8
290,11,24,10,2,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,8
291,1,26,10,2,4,235,11,14,37,"265,017",88,0,3,1,0,0,1,88,172,29,4
292,11,26,10,2,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,8
293,11,22,10,6,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,8
294,36,0,10,6,4,118,13,18,50,"265,017",88,1,1,1,1,0,0,98,178,31,0
295,33,0,10,6,4,248,25,14,47,"265,017",88,1,1,2,0,0,1,86,165,32,0
296,22,1,10,2,4,179,26,9,30,"265,017",88,0,3,0,0,0,0,56,171,19,8
297,34,7,10,2,4,118,10,10,37,"265,017",88,0,1,0,0,0,0,83,172,28,3
298,13,22,10,2,4,369,17,12,31,"265,017",88,0,1,3,1,0,0,70,169,25,8
299,3,28,10,4,4,179,51,18,38,"265,017",88,0,1,0,1,0,0,89,170,31,1
300,22,1,10,4,4,179,26,9,30,"265,017",88,0,3,0,0,0,0,56,171,19,64
301,5,0,10,4,4,235,20,13,43,"265,017",88,1,1,1,1,0,0,106,167,38,0
302,11,19,10,5,4,289,36,13,33,"265,017",88,0,1,2,1,0,1,90,172,30,16
303,20,28,10,6,4,260,50,11,36,"265,017",88,0,1,4,1,0,0,65,168,23,3
304,5,0,10,6,4,235,20,13,43,"265,017",88,1,1,1,1,0,0,106,167,38,0
305,5,23,10,2,4,235,20,13,43,"265,017",88,0,1,1,1,0,0,106,167,38,2
306,5,23,10,2,4,235,20,13,43,"265,017",88,0,1,1,1,0,0,106,167,38,2
307,36,28,10,3,4,118,13,18,50,"265,017",88,0,1,1,1,0,0,98,178,31,1
308,15,28,10,3,4,291,31,12,40,"265,017",88,0,1,1,1,0,1,73,171,25,4
309,22,23,10,5,4,179,26,9,30,"265,017",88,0,3,0,0,0,0,56,171,19,16
310,36,28,10,5,4,118,13,18,50,"265,017",88,0,1,1,1,0,0,98,178,31,1
311,10,10,10,2,4,361,52,3,28,"265,017",88,0,1,1,1,0,4,80,172,27,8
312,20,0,10,3,4,260,50,11,36,"265,017",88,1,1,4,1,0,0,65,168,23,0
313,15,0,10,3,4,291,31,12,40,"265,017",88,1,1,1,1,0,1,73,171,25,0
314,30,0,10,3,4,157,27,6,29,"265,017",88,1,1,0,1,1,0,75,185,22,0
315,22,1,10,4,4,179,26,9,30,"265,017",88,0,3,0,0,0,0,56,171,19,5
316,22,7,10,4,4,179,26,9,30,"265,017",88,0,3,0,0,0,0,56,171,19,5
317,36,23,10,5,4,118,13,18,50,"265,017",88,0,1,1,1,0,0,98,178,31,1
318,34,11,11,2,4,118,10,10,37,"284,031",97,0,1,0,0,0,0,83,172,28,8
319,33,23,11,2,4,248,25,14,47,"284,031",97,0,1,2,0,0,1,86,165,32,2
320,3,6,11,3,4,179,51,18,38,"284,031",97,0,1,0,1,0,0,89,170,31,8
321,20,28,11,6,4,260,50,11,36,"284,031",97,0,1,4,1,0,0,65,168,23,3
322,15,23,11,2,4,291,31,12,40,"284,031",97,0,1,1,1,0,1,73,171,25,1
323,23,1,11,2,4,378,49,11,36,"284,031",97,0,1,2,0,1,4,65,174,21,8
324,14,11,11,2,4,155,12,14,34,"284,031",97,0,1,2,1,0,0,95,196,25,120
325,5,26,11,2,4,235,20,13,43,"284,031",97,0,1,1,1,0,0,106,167,38,8
326,18,0,11,3,4,330,16,4,28,"284,031",97,1,2,0,0,0,0,84,182,25,0
327,1,18,11,4,4,235,11,14,37,"284,031",97,0,3,1,0,0,1,88,172,29,1
328,34,11,11,4,4,118,10,10,37,"284,031",97,0,1,0,0,0,0,83,172,28,3
329,1,25,11,5,4,235,11,14,37,"284,031",97,0,3,1,0,0,1,88,172,29,2
330,3,28,11,5,4,179,51,18,38,"284,031",97,0,1,0,1,0,0,89,170,31,3
331,24,13,11,6,4,246,25,16,41,"284,031",97,0,1,0,1,0,0,67,170,23,8
332,15,12,11,6,4,291,31,12,40,"284,031",97,0,1,1,1,0,1,73,171,25,4
333,24,13,11,2,4,246,25,16,41,"284,031",97,0,1,0,1,0,0,67,170,23,8
334,3,28,11,3,4,179,51,18,38,"284,031",97,0,1,0,1,0,0,89,170,31,1
335,20,10,11,4,4,260,50,11,36,"284,031",97,0,1,4,1,0,0,65,168,23,8
336,20,15,11,6,4,260,50,11,36,"284,031",97,0,1,4,1,0,0,65,168,23,8
337,23,0,11,6,4,378,49,11,36,"284,031",97,1,1,2,0,1,4,65,174,21,0
338,7,0,11,3,4,279,5,14,39,"284,031",97,1,1,2,1,1,0,68,168,24,0
339,3,23,11,5,4,179,51,18,38,"284,031",97,0,1,0,1,0,0,89,170,31,1
340,28,12,12,2,4,225,26,9,28,"236,629",93,0,1,1,0,0,2,69,169,24,3
341,3,28,12,2,4,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,2
342,3,28,12,2,4,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,1
343,1,23,12,2,4,235,11,14,37,"236,629",93,0,3,1,0,0,1,88,172,29,3
344,36,28,12,3,4,118,13,18,50,"236,629",93,0,1,1,1,0,0,98,178,31,1
345,20,28,12,6,4,260,50,11,36,"236,629",93,0,1,4,1,0,0,65,168,23,4
346,24,4,12,5,4,246,25,16,41,"236,629",93,0,1,0,1,0,0,67,170,23,8
347,3,28,12,5,4,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,1
348,3,28,12,6,4,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,1
349,22,23,12,3,4,179,26,9,30,"236,629",93,0,3,0,0,0,0,56,171,19,1
350,34,25,12,3,4,118,10,10,37,"236,629",93,0,1,0,0,0,0,83,172,28,8
351,1,25,12,5,4,235,11,14,37,"236,629",93,0,3,1,0,0,1,88,172,29,2
352,3,28,12,6,4,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,1
353,5,13,12,3,2,235,20,13,43,"236,629",93,0,1,1,1,0,0,106,167,38,8
354,1,14,12,3,2,235,11,14,37,"236,629",93,0,3,1,0,0,1,88,172,29,4
355,20,26,12,4,2,260,50,11,36,"236,629",93,0,1,4,1,0,0,65,168,23,8
356,30,28,12,2,2,157,27,6,29,"236,629",93,0,1,0,1,1,0,75,185,22,2
357,3,28,12,2,2,179,51,18,38,"236,629",93,0,1,0,1,0,0,89,170,31,3
358,11,19,12,2,2,289,36,13,33,"236,629",93,0,1,2,1,0,1,90,172,30,8
359,28,23,1,4,2,225,26,9,28,"330,061",100,0,1,1,0,0,2,69,169,24,5
360,34,19,1,2,2,118,10,10,37,"330,061",100,0,1,0,0,0,0,83,172,28,32
361,14,23,1,2,2,155,12,14,34,"330,061",100,0,1,2,1,0,0,95,196,25,2
362,1,13,1,3,2,235,11,14,37,"330,061",100,0,3,1,0,0,1,88,172,29,1
363,14,23,1,3,2,155,12,14,34,"330,061",100,0,1,2,1,0,0,95,196,25,4
364,11,26,1,2,2,289,36,13,33,"330,061",100,0,1,2,1,0,1,90,172,30,8
365,15,3,1,4,2,291,31,12,40,"330,061",100,0,1,1,1,0,1,73,171,25,8
366,5,26,1,2,2,235,20,13,43,"330,061",100,0,1,1,1,0,0,106,167,38,8
367,36,26,1,2,2,118,13,18,50,"330,061",100,0,1,1,1,0,0,98,178,31,4
368,3,28,1,4,2,179,51,18,38,"330,061",100,0,1,0,1,0,0,89,170,31,1
369,3,28,1,6,2,179,51,18,38,"330,061",100,0,1,0,1,0,0,89,170,31,1
370,34,28,2,3,2,118,10,10,37,"251,818",96,0,1,0,0,0,0,83,172,28,2
371,3,27,2,4,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
372,28,7,2,4,2,225,26,9,28,"251,818",96,0,1,1,0,0,2,69,169,24,1
373,11,22,2,6,2,289,36,13,33,"251,818",96,0,1,2,1,0,1,90,172,30,3
374,20,28,2,6,2,260,50,11,36,"251,818",96,0,1,4,1,0,0,65,168,23,3
375,3,23,2,6,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
376,3,27,2,2,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,2
377,3,27,2,4,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
378,3,10,2,5,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,8
379,24,26,2,5,2,246,25,16,41,"251,818",96,0,1,0,1,0,0,67,170,23,8
380,3,27,2,6,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
381,6,22,2,2,2,189,29,13,33,"251,818",96,0,1,2,0,0,2,69,167,25,8
382,3,27,2,2,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
383,24,23,2,3,2,246,25,16,41,"251,818",96,0,1,0,1,0,0,67,170,23,2
384,15,23,2,3,2,291,31,12,40,"251,818",96,0,1,1,1,0,1,73,171,25,2
385,30,11,2,4,2,157,27,6,29,"251,818",96,0,1,0,1,1,0,75,185,22,16
386,3,27,2,4,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
387,3,27,2,6,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
388,24,10,2,6,2,246,25,16,41,"251,818",96,0,1,0,1,0,0,67,170,23,24
389,3,27,2,4,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
390,3,27,2,6,2,179,51,18,38,"251,818",96,0,1,0,1,0,0,89,170,31,3
391,34,18,3,3,2,118,10,10,37,"244,387",98,0,1,0,0,0,0,83,172,28,8
392,24,19,3,4,2,246,25,16,41,"244,387",98,0,1,0,1,0,0,67,170,23,16
393,24,28,3,6,2,246,25,16,41,"244,387",98,0,1,0,1,0,0,67,170,23,2
394,20,28,3,6,2,260,50,11,36,"244,387",98,0,1,4,1,0,0,65,168,23,4
395,3,28,3,2,2,179,51,18,38,"244,387",98,0,1,0,1,0,0,89,170,31,2
396,1,22,3,2,2,235,11,14,37,"244,387",98,0,3,1,0,0,1,88,172,29,8
397,17,22,3,3,2,179,22,17,40,"244,387",98,0,2,2,0,1,0,63,170,22,8
398,23,22,3,3,2,378,49,11,36,"244,387",98,0,1,2,0,1,4,65,174,21,8
399,3,28,3,2,2,179,51,18,38,"244,387",98,0,1,0,1,0,0,89,170,31,16
400,10,22,3,4,2,361,52,3,28,"244,387",98,0,1,1,1,0,4,80,172,27,8
401,13,0,3,4,2,369,17,12,31,"244,387",98,1,1,3,1,0,0,70,169,25,0
402,1,21,3,5,2,235,11,14,37,"244,387",98,0,3,1,0,0,1,88,172,29,8
403,36,23,3,6,3,118,13,18,50,"244,387",98,0,1,1,1,0,0,98,178,31,2
404,36,14,3,3,3,118,13,18,50,"244,387",98,0,1,1,1,0,0,98,178,31,3
405,36,13,3,4,3,118,13,18,50,"244,387",98,0,1,1,1,0,0,98,178,31,8
406,1,0,3,5,3,235,11,14,37,"244,387",98,1,3,1,0,0,1,88,172,29,0
407,24,0,3,5,3,246,25,16,41,"244,387",98,1,1,0,1,0,0,67,170,23,0
408,36,0,3,5,3,118,13,18,50,"244,387",98,1,1,1,1,0,0,98,178,31,0
409,3,28,3,6,3,179,51,18,38,"244,387",98,0,1,0,1,0,0,89,170,31,8
410,11,22,3,6,3,289,36,13,33,"244,387",98,0,1,2,1,0,1,90,172,30,8
411,20,19,3,2,3,260,50,11,36,"244,387",98,0,1,4,1,0,0,65,168,23,8
412,24,28,3,3,3,246,25,16,41,"244,387",98,0,1,0,1,0,0,67,170,23,2
413,3,28,4,4,3,179,51,18,38,"239,409",98,0,1,0,1,0,0,89,170,31,4
414,20,28,4,6,3,260,50,11,36,"239,409",98,0,1,4,1,0,0,65,168,23,3
415,18,26,4,6,3,330,16,4,28,"239,409",98,0,2,0,0,0,0,84,182,25,4
416,13,22,4,2,3,369,17,12,31,"239,409",98,0,1,3,1,0,0,70,169,25,4
417,33,26,4,2,3,248,25,14,47,"239,409",98,0,1,2,0,0,1,86,165,32,4
418,18,23,4,4,3,330,16,4,28,"239,409",98,0,2,0,0,0,0,84,182,25,8
419,3,28,4,4,3,179,51,18,38,"239,409",98,0,1,0,1,0,0,89,170,31,8
420,36,23,4,2,3,118,13,18,50,"239,409",98,0,1,1,1,0,0,98,178,31,1
421,36,13,4,4,3,118,13,18,50,"239,409",98,0,1,1,1,0,0,98,178,31,120
422,26,28,4,6,3,300,26,13,43,"239,409",98,0,1,2,1,1,1,77,175,25,8
423,20,28,4,6,3,260,50,11,36,"239,409",98,0,1,4,1,0,0,65,168,23,4
424,3,28,4,2,3,179,51,18,38,"239,409",98,0,1,0,1,0,0,89,170,31,4
425,34,11,4,4,3,118,10,10,37,"239,409",98,0,1,0,0,0,0,83,172,28,2
426,5,13,5,2,3,235,20,13,43,"246,074",99,0,1,1,1,0,0,106,167,38,16
427,33,23,5,4,3,248,25,14,47,"246,074",99,0,1,2,0,0,1,86,165,32,2
428,13,10,5,2,3,369,17,12,31,"246,074",99,0,1,3,1,0,0,70,169,25,8
429,22,23,5,4,3,179,26,9,30,"246,074",99,0,3,0,0,0,0,56,171,19,3
430,3,28,5,4,3,179,51,18,38,"246,074",99,0,1,0,1,0,0,89,170,31,4
431,10,23,5,5,3,361,52,3,28,"246,074",99,0,1,1,1,0,4,80,172,27,1
432,20,28,5,6,3,260,50,11,36,"246,074",99,0,1,4,1,0,0,65,168,23,3
433,17,11,5,2,3,179,22,17,40,"246,074",99,0,2,2,0,1,0,63,170,22,2
434,17,8,5,2,3,179,22,17,40,"246,074",99,0,2,2,0,1,0,63,170,22,3
435,9,18,5,4,3,228,14,16,58,"246,074",99,0,1,2,0,0,1,65,172,22,8
436,28,25,5,4,3,225,26,9,28,"246,074",99,0,1,1,0,0,2,69,169,24,3
437,18,13,5,6,3,330,16,4,28,"246,074",99,0,2,0,0,0,0,84,182,25,8
438,22,25,5,2,3,179,26,9,30,"246,074",99,0,3,0,0,0,0,56,171,19,2
439,34,28,5,2,3,118,10,10,37,"246,074",99,0,1,0,0,0,0,83,172,28,1
440,1,1,5,2,3,235,11,14,37,"246,074",99,0,3,1,0,0,1,88,172,29,8
441,22,23,5,4,3,179,26,9,30,"246,074",99,0,3,0,0,0,0,56,171,19,3
442,34,23,6,2,3,118,10,10,37,"253,957",95,0,1,0,0,0,0,83,172,28,3
443,3,28,6,2,3,179,51,18,38,"253,957",95,0,1,0,1,0,0,89,170,31,3
444,34,28,6,3,3,118,10,10,37,"253,957",95,0,1,0,0,0,0,83,172,28,2
445,28,23,6,5,3,225,26,9,28,"253,957",95,0,1,1,0,0,2,69,169,24,4
446,20,28,6,6,3,260,50,11,36,"253,957",95,0,1,4,1,0,0,65,168,23,4
447,3,0,6,6,3,179,51,18,38,"253,957",95,1,1,0,1,0,0,89,170,31,0
448,15,13,6,2,3,291,31,12,40,"253,957",95,0,1,1,1,0,1,73,171,25,40
449,3,28,6,2,3,179,51,18,38,"253,957",95,0,1,0,1,0,0,89,170,31,24
450,24,28,6,3,3,246,25,16,41,"253,957",95,0,1,0,1,0,0,67,170,23,3
451,3,28,6,2,3,179,51,18,38,"253,957",95,0,1,0,1,0,0,89,170,31,4
452,5,26,6,3,3,235,20,13,43,"253,957",95,0,1,1,1,0,0,106,167,38,8
453,3,28,6,2,1,179,51,18,38,"253,957",95,0,1,0,1,0,0,89,170,31,2
454,28,23,6,4,1,225,26,9,28,"253,957",95,0,1,1,0,0,2,69,169,24,2
455,36,23,6,4,1,118,13,18,50,"253,957",95,0,1,1,1,0,0,98,178,31,2
456,3,5,6,4,1,179,51,18,38,"253,957",95,0,1,0,1,0,0,89,170,31,8
457,22,21,6,4,1,179,26,9,30,"253,957",95,0,3,0,0,0,0,56,171,19,2
458,24,28,6,6,1,246,25,16,41,"253,957",95,0,1,0,1,0,0,67,170,23,2
459,18,11,6,3,1,330,16,4,28,"253,957",95,0,2,0,0,0,0,84,182,25,1
460,1,13,6,3,1,235,11,14,37,"253,957",95,0,3,1,0,0,1,88,172,29,8
461,22,23,7,5,1,179,26,9,30,"230,290",92,0,3,0,0,0,0,56,171,19,2
462,28,25,7,5,1,225,26,9,28,"230,290",92,0,1,1,0,0,2,69,169,24,4
463,20,13,7,6,1,260,50,11,36,"230,290",92,0,1,4,1,0,0,65,168,23,8
464,21,7,7,2,1,268,11,8,33,"230,290",92,0,2,0,0,0,0,79,178,25,8
465,18,25,7,6,1,330,16,4,28,"230,290",92,0,2,0,0,0,0,84,182,25,8
466,34,26,7,6,1,118,10,10,37,"230,290",92,0,1,0,0,0,0,83,172,28,8
467,20,26,7,2,1,260,50,11,36,"230,290",92,0,1,4,1,0,0,65,168,23,4
468,34,28,7,3,1,118,10,10,37,"230,290",92,0,1,0,0,0,0,83,172,28,8
469,26,15,7,2,1,300,26,13,43,"230,290",92,0,1,2,1,1,1,77,175,25,8
470,2,23,7,2,1,235,29,12,48,"230,290",92,0,1,1,0,1,5,88,163,33,1
471,24,28,7,3,1,246,25,16,41,"230,290",92,0,1,0,1,0,0,67,170,23,2
472,28,9,7,3,1,225,26,9,28,"230,290",92,0,1,1,0,0,2,69,169,24,112
473,3,28,7,3,1,179,51,18,38,"230,290",92,0,1,0,1,0,0,89,170,31,1
474,36,23,7,6,1,118,13,18,50,"230,290",92,0,1,1,1,0,0,98,178,31,1
475,10,22,7,6,1,361,52,3,28,"230,290",92,0,1,1,1,0,4,80,172,27,8
476,11,22,7,2,1,289,36,13,33,"230,290",92,0,1,2,1,0,1,90,172,30,8
477,5,26,7,2,1,235,20,13,43,"230,290",92,0,1,1,1,0,0,106,167,38,8
478,24,28,7,3,1,246,25,16,41,"230,290",92,0,1,0,1,0,0,67,170,23,2
479,15,28,7,5,1,291,31,12,40,"230,290",92,0,1,1,1,0,1,73,171,25,1
480,7,23,7,5,1,279,5,14,39,"230,290",92,0,1,2,1,1,0,68,168,24,2
481,3,25,8,5,1,179,51,18,38,"249,797",93,0,1,0,1,0,0,89,170,31,4
482,17,25,8,2,1,179,22,17,40,"249,797",93,0,2,2,0,1,0,63,170,22,1
483,24,28,8,3,1,246,25,16,41,"249,797",93,0,1,0,1,0,0,67,170,23,4
484,34,28,8,3,1,118,10,10,37,"249,797",93,0,1,0,0,0,0,83,172,28,4
485,11,26,8,3,1,289,36,13,33,"249,797",93,0,1,2,1,0,1,90,172,30,8
486,5,26,8,3,1,235,20,13,43,"249,797",93,0,1,1,1,0,0,106,167,38,8
487,15,28,8,5,1,291,31,12,40,"249,797",93,0,1,1,1,0,1,73,171,25,4
488,3,25,8,2,1,179,51,18,38,"249,797",93,0,1,0,1,0,0,89,170,31,4
489,17,25,8,3,1,179,22,17,40,"249,797",93,0,2,2,0,1,0,63,170,22,8
490,18,23,8,5,1,330,16,4,28,"249,797",93,0,2,0,0,0,0,84,182,25,16
491,1,23,8,3,1,235,11,14,37,"249,797",93,0,3,1,0,0,1,88,172,29,4
